country,group_0_1,group_1_5,group_6_9,group_10_14,group_15_19,group_0_19,group_20_29,group_30_39,group_40_49,group_50_59,group_60_69,group_70_79,group_80_89,group_90,date
Bulgaria,,,,,,103392,122104,203183,229892,224230,199541,145933,53685,5296,2022-12-01
Bulgaria,,,,,,103399,122109,203203,229913,224245,199567,145971,53705,5297,2022-12-02
Bulgaria,,,,,,103405,122123,203224,229946,224278,199594,146000,53723,5301,2022-12-03
Bulgaria,,,,,,103408,122127,203232,229955,224284,199603,146014,53728,5301,2022-12-04
Bulgaria,,,,,,103413,122130,203237,229960,224287,199609,146023,53733,5301,2022-12-05
Bulgaria,,,,,,103430,122145,203282,229996,224341,199666,146073,53753,5302,2022-12-06
Bulgaria,,,,,,103439,122154,203316,230023,224379,199704,146105,53772,5304,2022-12-07
Bulgaria,,,,,,103444,122162,203340,230046,224413,199746,146156,53787,5306,2022-12-08
Bulgaria,,,,,,103456,122175,203355,230073,224443,199780,146197,53799,5308,2022-12-09
Bulgaria,,,,,,103470,122181,203379,230101,224479,199817,146232,53815,5311,2022-12-10
Bulgaria,,,,,,103473,122186,203388,230107,224491,199828,146243,53826,5311,2022-12-11
Bulgaria,,,,,,103481,122193,203393,230114,224499,199837,146251,53832,5312,2022-12-12
Bulgaria,,,,,,103501,122212,203437,230163,224576,199889,146311,53850,5316,2022-12-13
Bulgaria,,,,,,103517,122220,203466,230191,224613,199924,146352,53872,5319,2022-12-14
Bulgaria,,,,,,103528,122232,203494,230217,224648,199954,146401,53891,5320,2022-12-15
Bulgaria,,,,,,103538,122251,203513,230238,224676,199983,146439,53909,5322,2022-12-16
Bulgaria,,,,,,103548,122264,203532,230269,224710,200024,146483,53928,5326,2022-12-17
Bulgaria,,,,,,103551,122267,203539,230277,224718,200029,146494,53937,5328,2022-12-18
Bulgaria,,,,,,103555,122270,203547,230282,224725,200033,146501,53943,5330,2022-12-19
Bulgaria,,,,,,103571,122280,203581,230308,224775,200084,146568,53971,5332,2022-12-20
Bulgaria,,,,,,103584,122285,203599,230325,224803,200123,146598,53986,5336,2022-12-21
Bulgaria,,,,,,103596,122299,203627,230344,224824,200158,146632,54003,5337,2022-12-22
Bulgaria,,,,,,103603,122305,203644,230367,224845,200184,146659,54022,5338,2022-12-23
Bulgaria,,,,,,103612,122314,203662,230383,224871,200228,146691,54042,5344,2022-12-24
Bulgaria,,,,,,103621,122319,203670,230393,224881,200246,146706,54047,5344,2022-12-25
Bulgaria,,,,,,103626,122322,203677,230403,224888,200252,146721,54053,5346,2022-12-26
Bulgaria,,,,,,103637,122326,203685,230410,224900,200266,146741,54064,5348,2022-12-27
Bulgaria,,,,,,103645,122333,203694,230421,224905,200279,146764,54082,5352,2022-12-28
Bulgaria,,,,,,103651,122335,203704,230429,224912,200293,146782,54090,5352,2022-12-29
Bulgaria,,,,,,103672,122351,203737,230464,224950,200336,146843,54125,5356,2022-12-30
Bulgaria,,,,,,103685,122368,203753,230491,224980,200364,146885,54146,5361,2022-12-31
Bulgaria,,,,,,103691,122371,203761,230493,224988,200378,146905,54154,5363,2023-01-01
Bulgaria,,,,,,103694,122374,203765,230498,224993,200387,146915,54158,5366,2023-01-02
Bulgaria,,,,,,103698,122379,203777,230508,225002,200399,146924,54168,5369,2023-01-03
Bulgaria,,,,,,103718,122400,203811,230545,225045,200439,146981,54209,5377,2023-01-04
Bulgaria,,,,,,103732,122415,203845,230583,225086,200476,147027,54236,5378,2023-01-05
Bulgaria,,,,,,103743,122428,203859,230610,225114,200511,147068,54254,5381,2023-01-06
Bulgaria,,,,,,103759,122436,203884,230631,225143,200529,147102,54274,5384,2023-01-07
Bulgaria,,,,,,103768,122440,203894,230633,225155,200544,147119,54278,5385,2023-01-08
Bulgaria,,,,,,103774,122442,203898,230638,225162,200550,147130,54282,5385,2023-01-09
Bulgaria,,,,,,103792,122454,203927,230669,225195,200601,147168,54296,5389,2023-01-10
Bulgaria,,,,,,103807,122459,203945,230695,225223,200623,147211,54328,5393,2023-01-11
Bulgaria,,,,,,103817,122463,203954,230713,225242,200647,147239,54340,5397,2023-01-12
Bulgaria,,,,,,103831,122470,203968,230734,225263,200672,147260,54353,5398,2023-01-13
Bulgaria,,,,,,103844,122476,203988,230746,225284,200693,147278,54362,5399,2023-01-14
Bulgaria,,,,,,103848,122476,203992,230748,225290,200698,147293,54371,5400,2023-01-15
Bulgaria,,,,,,103855,122477,203995,230751,225291,200704,147303,54376,5400,2023-01-16
